#E7 Electrical Resonance
#Time:06/10/2017 11:40
#Input voltage:2V
15000	2.8	0.1
20000	4	0.1
21000	4.2	0.1
22000	4.6	0.1
23000	5.2	0.1
24000	5.6	0.1
25000	6	0.1
26000	6.2	0.1
27000	6.1	0.1
28000	5.8	0.1
29000	5.2	0.1
30000	4.7	0.1
35000	2.5	0.05
40000	1.6	0.05
